aal ale
urinierend urinating
uriniert urinates
urinierte urinated
urkunde document
urlaub exeat
urlauber vacationist
urne urn
urnen urns
ursache causale
ursachen causales
ursaechlich causal
urspruenge origins
urspruenglich orginally
ursprung genesis
urteil judgement
urteile judgements
usw. etc
utilities utilities
utopisch utopian
vaeterlich fatherly
vakuum vacuum
vamp vamp
vampir vampire
vampire vampires
vanille vanilla
variable variable
variablenname variablename
variation variation
variationen variations
variete vaudeville
varietes vaudevilles
variieren vary
vase vase
vasen vases
vater father
vaterlos fatherless
vaterschaft fatherhood
veantwortlichkeit responsibility
vederbend tainting
vegativ negatively
vegetarier vegetarian
vegetativ vegetative
vegetieren vegetate
vegetierend vegetating
vegetiert vegetates
vegetierte vegetated
veilchen violets
vektor vector
vektoren vectors
ventil valve
ventilation ventilation
ventilator ventilator
ventilatoren ventilators
ventile valves
ventilieren ventilate
ventilierend ventilating
ventiliert ventilates
ventilierte ventilated
verabredung agreement
verabredungen assignations
verabscheuen abhor
verabscheuend abhoring
verabscheut abhores
verabscheute abhored
verachten despise
verachtend despising
verachtenswert contemptible
verachtet despises
verachtete despised
verachtung contempt
verachtungen contempts
veraechtlich abjectly
veraenderlich changeably
veraenderlicher mutablier
veraenderlichkeit variability
veraenderlichste mutabliest
veraendernd varying
veraendert varies
veraenderung mutation
veraenderungen mutations
verallgemeinern generalize
verallgemeinernd generalizing
verallgemeinert generalized
veraltet antiquated
veranlagungsgemaess temperamental
veranlassen induce
veranlassend inducing
veranlasst induces
veranlasste induced
veranlassung inducement
veranlassungen inducements
veranschaulichen illustrate
verantwortlich accountable
verantwortlichkeit liability
verarbeiten handle
verarbeitend processing
verarmt impoverished
verarztend vetting
verarztete vetted
verb verb
verband bandage
verbannen banish
verbannt banished
verbannung banishment
verbat forbade
verben verbs
verbergen conceal
verbergend concealing
verbessern improve
verbessernd improving
verbessert improved
verbesserte rectified
verbesserung betterment
verbesserungen betterments
verbesserungsfaehig improvable
verbeulend denting
verbeult dented
verbiegen bend
verbiegung deflection
verbieten interdict
verbietend interdicting
verbietet forbids
verbilligen cheapen
verbilligend cheapening
verbilligt cheapens
verbilligte cheapened
verbinden concatenate
verbindend linking
verbinder connectors
verbindet chains
verbindlich obligatory
verbindung chaining
verbindungen bonds
verbindungspunkt juncture
verbindungspunkte junctures
verbindungsstueck link
verbirgt conceals
verbissen dogged
verbittern embitter
verbitternd embittering
verbittert embittered
verblasst fades
verblasste faded
verbleibt remains
verblueffen astound
verblueffend astounding
verbluefft astounds
verblueffte astounded
verborgen concealed
verbot ban
verbote bans
verboten forbidden
verbrannt burnt
verbrannte scorched
verbrauch consumption
verbrauchen consume
verbrauchend consuming
verbraucher consumer
verbraucht consumed
verbrechen crime
verbrecher felon
verbreiten diffuse
verbreitend diffusing
verbreitet diffuses
verbreitete diffused
verbreitung propagation
verbrennen scorch
verbrennend scorching
verbrennt scorchs
verbrennung combustion
verbrennungen combustions
verbringen spend
verbruehen scald
verbruehend scalding
verbrueht scalds
verbruehte scalded
verbuenden confederate
verbuendend federalizing
verbuendet allied
verbuendeter ally
verbuergen vouch
verbuergte vouched
verbunden aligned
verdacht suspicion
verdaechtigungen suspicions
verdampfen vaporize
verdampfend vaporizing
verdampft vaporizes
verdampfte vaporized
verdankend owing
verdauend digesting
verdaut digests
verdaute digested
verdauungsstoerung indigestion
verdauungsstoerungen indigestions
verderben debauch
verderbend corrupting
verderblich baleful
verdichten concondense
verdichtend solidifying
verdichtet condensed
verdichtete solidified
verdichtung condensation
verdichtungen condensations
verdicken thicken
verdickend thickening
verdickt fattens
verdickte thickened
verdienend deserving
verdienst merit
verdienste merits
verdienstvoll meritorious
verdient deserves
verdiente merited
verdirbt corrupts
verdoppeln redouble
verdoppelnd redoubling
verdoppelt doubled
verdoppelte redoubled
verdorben corrupt
verdraengen oust
verdraengend ousting
verdraengt ousts
verdraengte ousted
verdrahtend wiring
verdrahtet wired
verdrehen contort
verdrehend contorting
verdreht contorts
verdrehte contorted
verdrehung contortion
verdrehungen contortions
verdreifachte trebled
verdreschen thresh
verdriesslich peevish
verdroschen threshed
verdrucken misprint
verdruckend misprinting
verdruckt misprints
verdruckte misprinted
verduennen dilute
verduennend diluting
verduennt dilutes
verduennte diluted
verdunkelnd dimming
verdunkelt darkened
verdunkelte dimmed
verdunsten evaporate
verdunstend evaporating
verdunstet evaporated
verehrend adoring
verehrer worshipper
verehrung veneration
verehrungen venerations
verehrungswuerdig adorably
vereinbarend stipulating
vereinbart stipulated
vereinbarung acknowledge
vereinbarungen agreements
vereine clubs
vereinend unifying
vereinfachen simplify
vereinfacht simplified
vereinfachung simplification
vereinheitlichen unify
vereinheitlicht unified
vereinheitlichung unification
vereinheitlichungen unifications
vereinigen ally
vereinigend allying
vereinigt united
vereinigte coalesced
vereinigung coalition
vereinigungen associations
vereint unifies
vereisend icing
vereist iced
verewigend perpetuate
verewigt perpetuates
verewigte perpetuated
verfaelschen sophisticate
verfaelschend sophisticating
verfaelscht sophisticates
verfall decadence
verfallen decay
verfallend decaying
verfassungswidrig unconstitional
verfaulen fester
verfaulend festering
verfault festers
verfaulte festered
verfeinern refine
verfeinernd refining
verfeinert refined
verfeinerung refinement
verfeinerungen refinements
verfliessen lapse
verfliessend elapsing
verfliesst elapses
verflossen elapsed
verflucht cursed
verfolgen haunt
verfolgend trailing
verfolger follower
verfolgt haunts
verfolgte chased
verfolgung chase
verfolgungen pursuances
verfuegbar available
verfuegen enact
verfuegend enacting
verfuegt enacts
verfuehren ensnare
verfuehrend ensnaring
verfuehrerisch seductive
verfuehrt ensnared
verfuehrte seduced
verfuehrung seduction
verfuehrungen seductions
vergangen bygone
vergaser carburettor
vergass forgot
vergebend forgiving
vergeblich unavailing
vergebung remission
vergebungen pardons
vergehen misdoing
vergelten requite
vergeltend requiting
vergeltet requites
vergeltung requital
vergeltungen retributions
vergeltungpn requitals
vergessen forget
vergessend forgetting
vergessenheit oblivion
vergessenheiten oblivions
vergesslich forgetful
vergiessen shed
vergiessend shedding
vergiesst sheds
vergilbt yellowed
vergisst forgets
vergleich comparison
vergleichbar commensurable
vergleiche comparisons
vergleichen collate
vergleichend comparative
vergleichsweise comparatively
vergleicht compares
verglichen compared
vergnuegen pleasure
vergoettern deify
vergoetternd deifying
vergoettert deifies
vergoetterte deified
vergolden gild
vergoldend gilding
vergoldete gilt
vergoldungen gilts
vergolten requited
vergossen shedded
vergrabend burying
vergraebt burys
vergroessern enlarge
vergroessernd augmenting
vergroessert augmented
vergroesserung augment
vergroesserungen augmentations
verguetung salary
verguetungen emoluments
verhaeltnis ratio
verhaeltnisse ratios
verhaengnis fate
verhaetscheln coddle
verhaetschelnd coddling
verhaetschelt coddled
verhaetschelte cuddled
verhaftend arresting
verhaftet arrested
verhalten behavior
verhandeln negotiate
verhandelnd negotiating
verhandelt negotiates
verhandelte negotiated
verhandlung negotiation
verhandlungen negotiations
verhasst hateful
verhauen spank
verhauend spanking
verhaut spanks
verhaute spanked
verheerend wasteful
verherrlichen glorify
verherrlicht glorified
verhindern prevent
verhindernd inhibiting
verhindert disabled
verhinderte inhibited
verhuellend cloaking
verhuellt mantled
verhuetet prevents
verhuetete prevented
verhuetung prevention
verhutzelt weazen
verifiziert verified
verirrungen aberrations
verjuengen rejuvenate
verjuengend rejuvenating
verjuengt rejuvenates
verjuengte rejuvenated
verkabelung cabling
verkaeufe sales
verkaeufer seller
verkaeuferin saleswoman
verkaeuferinnen saleswomen
verkaeuflich alienable
verkalken calcify
verkalkend calcifying
verkalkt calcifies
verkalkte calcified
verkauf sale
verkaufen sell
verkaufend selling
verkauft sells
verkaufte selled
verkehr traffic
verkehrt amiss
verkehrtheit perversities
verketten catenate
verkettet concatenated
verklagen sue
verklagt sues
verklagte sued
verklebend agglutinating
verklebt agglutinates
verklebte agglutinated
verkleidend disguising
verkleidet disguised
verkleidung facing
verkleigungen facings
verkleinernd belittling
verkleinert belittles
verkleinerte belittled
verknoechern ossify
verknoechernd ossifying
verknoechert ossified
verknuepfen combine
verknuepfer linker
verknuepft linked
verknuepfung linkage
verkoerpern embody
verkoerpernd embodying
verkoerpert embodied
verkoerperte impersonated
verkohlend charing
verkohlte chared
verkommen reprobate
verkommend reprobating
verkommt reprobates
verkrustung incrustation
verkrustungen incrustations
verkuenden enunciate
verkuendend enunciating
verkuendet enunciates
verkuendete promulgated
verkuerzt shortens
verlaengern elongate
verlaengernd elongating
verlaengert elongates
verlaesslichkeiten tenacities
verlaesst derelicts
verlangen require
verlangend demanding
verlangsamen decelerate
verlangsamt slowed
verlangt requested
verlangte demanded
verlassen abandoned
verlassend escaping
verlegen mislay
verlegenheit embarrassment
verlegt mislaid
verleihen impart
verleihend imparting
verleiht imparts
verleiten inveigle
verleitend inveigling
verleitet inveigles
verleitete inveigled
verlernen unlearn
verlernend unlearning
verlernt unlearns
verlernte unlearned
verletzbar vulnerable
verletzen bless
verletzend blessing
verletzlich vulnerably
verletzt hurted
verletzte infringed
verletzung breach
verletzungen violations
verleugnung abnegation
verleumden backbite
verleumdend backbiting
verleumderisch slanderous
verleumdet backbeted
verleumdete slandered
verleumdung calumniation
verleumdungen calumniations
verliebt amorous
verlieren lose
verliert loses
verlobung betrothal
verlockung enticement
verlogen mendacious
verloren forlorn
verlosen raffle
verlosend raffling
verlost raffles
verlust losing
verluste losses
vermachen bequeath
vermachend bequeathing
vermacht bequeathes
vermachte bequeathed
vermaechtnis bequests
vermaechtnisse legacies
vermeiden beware
vermeidend avoiding
vermeidet avoids
vermied avoided
vermieter landlord
vermieterin landlady
vermindern decrease
vermindernd decreasing
vermindert decreased
verminderte derogated
verminderung decrement
vermissen miss
vermisste missed
vermitteln conciliate
vermittelnd conciliating
vermittelt conciliates
vermittelte interceded
vermittler mediator
vermittlung mediation
vermittlungen mediations
vermuten presume
vermutend conjecturing
vermutet conjectures
vermutete conjectured
vermutlich presumable
vermutung conjecture
vermutungen presumptions
vernachlaessigen neglect
vernachlaessigend neglecting
vernachlaessigt neglects
vernachlaessigte neglected
verneinen negate
verneinend negating
verneint negates
verneinte negated
verneinungen denials
vernichten annihilate
vernichtend annihilating
vernichtet annihilates
vernichtete annihilated
vernuenftig rational
vernuenftiger reasonablier
vernuenftigste reasonabliest
vernunft rationality
veroeffentlichen publish
veroeffentlicht published
veroeffentlichung publication
verordnen decree
verordnet decrees
verordnung ordinance
verordnungen ordinances
verpackend packaging
verpackt packaged
verpfaendet mortgages
verpflanzen transplant
verpflanzend transplanting
verpflanzt transplants
verpflanzte transplanted
verpflegen victual
verpflegend victualing
verpflegt victuals
verpflegte victualed
verpflegung catering
verpflichten obligate
verpflichtend engaging
verpflichtet engaged
verpflichtete obliged
verpflichtung commitment
verpflichtungen liabilities
verpfuschen bungle
verpfuschend bungling
verpfuscht bungled
verraeter traitor
verraeterisch treacherous
verrat treacheries
verraten betray
verratend betraying
verrenken dislocate
verrenkend dislocating
verrenkt dislocates
verrenkte dislocated
verrichtet performes
verringern abate
verringernd abating
verringert abates
verringerte abated
verringerung abatement
verrueckt daisy
verrueckter wackier
verrueckteste wackiest
verruecktheit folly
verruecktheiten follies
verrussen soot
verrussend sooting
verrusst soots
verrusste sooted
vers verse
versagen fail
versagend flopping
versagt fails
versagte flopped
versammeln congregate
versammelnd congregating
versammelt congregates
versammelte congregated
versammlung congregation
versammlungen congregations
versand dispatch
versandfertig mailable
versandt shipped
verschachteln interlace
verschachtelt nested
verschachtelung nesting
verschaemt pudent
verschiebbar relocatable
verschieben displace
verschiebend displacing
verschiebt displaces
verschieden different
verschiedenartig heterogeneous
verschiedene deserve
verschiedenheiten diversities
verschlechtern worsen
verschlechternd worsening
verschlechtert worsens
verschlechterte worsened
verschleiern veil
verschleiernd veiling
verschleiert veils
verschleierte veiled
verschleierung blur
verschlingen devour
verschlingend devouring
verschlingt devours
verschlossen secretive
verschluesse closures
verschluesselt keyed
verschlungen devoured
verschluss closure
verschmelzung confusion
verschneit snowily
verschoben deferred
verschoenern beautify
verschoenernd embellishing
verschoenert embellished
verschoenerungen embellishments
verschrottend scrapping
verschrottet scrapped
verschuetten spill
verschuettend slopping
verschuettet slopped
verschuldet indebted
verschwand disappeared
verschwenden squander
verschwendend dissipating
verschwenderisch thriftless
verschwendet dissipates
verschwendete dissipated
verschwendung dissipation
verschwiegen reticent
verschwiegenheit discretion
verschwinden disappear
verschwindend disappearing
verschwindet disappears
verschwoerer conspirator
verschwoerung conspiracy
verschwoerungen conspiracies
verschwunden vanished
versehentlich inadvertent
versetzend transposing
versetzt transposes
versetzte transposed
verseuchen contaminate
verseuchend contaminating
verseucht contaminates
verseuchte contaminated
verseuchung contamination
verseuchungen contaminations
versicherer underwriter
versichern assure
versichernd assuring
versichert assured
versicherte insured
versicherung assurance
versicherungen assurances
versiegeln seal
versinnbildlichen typifies
versinnbildlichend typifying
versinnbildlichte typified
version version
versionen versions
versoehnen reconcile
versoehnend reconciling
versoehnlich conciliatorily
versoehnt reconciles
versoehnte reconciled
versorgt feeds
verspaetet belated
versperren obstruct
versperrend obstructing
versperrt obstructs
versperrte obstructed
verspotten deride
verspottend deriding
verspottet derided
verspottete gibed
verspottung derision
versprechen promise
versprechend promising
verspricht promises
versprochen promised
verstaendig judicious
verstaendlich comprehensible
verstaendliche understandable
verstaendnis understanding
verstaerken intensify
verstaerkend boosting
verstaerker amplifier
verstaerkt boosted
verstaerkte reinforced
verstaerkung reinforcement
verstaerkungen reinforcements
verstand brain
verstanden understood
verstaubt fusty
verstauchen sprain
verstaucht sprains
verstauchte sprained
versteck hiding-place
verstecken hide
versteckt covert
versteckte hid
verstehen understand
versteht understands
versteinern petrify
versteinernd petrifying
versteinert petrifies
versteinerte petrified
verstellen misplace
verstellend misplacing
verstellt disguised
verstellte misplaced
verstellung disguise
verstellungen feints
verstockt obdurate
verstoert haggard
verstohlen furtive
verstopfung constipation
verstopfungen constipations
verstorben defunct
verstreichen elapse
verstuemmeln garble
verstuemmelnd maiming
verstuemmelt maimes
verstuemmelte maimed
verstuemmelung mutilation
versuch attempt
versuche trials
versuchen attempt
versuchend attempting
versuchs- tentative
versuchsweise tentatively
versucht attempted
versuchte tempted
versuchung temptation
versuchungen temptations
vertaerken reinforce
vertan mistaken
verteidigen advocating
verteidigend defending
verteidiger pleader
verteidigt advocates
verteidigte advocated
verteidigung defence
verteidigungen defenses
verteilbar sharable
verteilen distribute
verteiler distributors
verteilt distributed
verteilung apportionment
vertiefen deepen
vertiefend deepening
vertieft deepens
vertiefte deepened
vertraege contracts
vertrag agreement
vertragen tolerate
vertrauen confide
vertrauend confident
vertrauensvoll faithful
vertraulich confidential
vertraut confides
vertraute confided
vertrautheit familiarity
vertreiben dislodge
vertreibend dislodging
vertreibt dislodges
vertretbar passably
vertretung representation
vertrieb ejected
vertrieben dislodged
verueben perpetrate
veruebend perpetrating
veruebt perpetrates
veruebte perpetrated
verunglimpfen libel
verunglimpfend vilifying
verunglimpft libels
verunglimpfte vilified
verunkrautet weedily
verunstaltet misshapen
verursachen originate
verurteilen condemn
verurteilend condemning
verurteilt condemned
verurteilung condemnation
verurteilungen damnations
vervielfacht multiplies
vervielfaeltigend multiplying
vervielfaeltigung duplication
vervollstaendigend completing
vervollstaendigt completed
vervollstaendigung integration
verwalten administer
verwaltend administering
verwalter administrator
verwaltet administers
verwaltete administered
verwaltung administration
verwandschaft affinity
verwandschaften kins
verwandt akin
verwandte cognates
verwandter kinsman
verwandtschaft kinship
verwechseln confound
verwechselnd confounding
verwechselt confounds
verwechselte confounded
verwegen venturesome
verweichlicht effeminate
verweigern deny
verweigert denies
verweigerte refused
verweilen linger
verweilend lingering
verweilt lingered
verweis animadversion
verwenden appropriate
verwendend appropriating
verwendet appropriates
verwendete appropriated
verwendung usage
verwerfen quash
verwerfend quashing
verwickeln embroil
verwickelnd embroiling
verwickelt embroils
verwickelte involved
verwicklung entanglement
verwicklungen entanglements
verwirft quashes
verwirklichen realize
verwirklichend realizing
verwirklicht realizes
verwirklichte realized
verwirklichung realization
verwirklichungen realizations
verwirren confuse
verwirrend baffling
verwirrt baffled
verwirrte deranged
verwirrung confusion
verwirrungen confusions
verwoehnen regale
verwoehnend regaling
verwoehnt fastidious
verwoehnte regaled
verworfen castaway
verworren promiscuous
verwuenschen execrate
verwuenschend execrating
verwuenscht accursed
verwuesten desolate
verwuestend desolating
verwuestet desolates
verwuestete desolated
verwuestung desolation
verwuestungen desolations
verwunden wound
verwundend wounding
verwundet wounds
verwundete wounded
verwunschen execrated
verzaerteln pamper
verzaertelnd pampering
verzaertelt pampers
verzaertelte pampered
verzagen despond
verzagend desponding
verzagt despondent
verzagte desponded
verzaubern bewitch
verzaubernd bewitching
verzaubert bewitched
verzeichnend scheduling
verzeichnet scheduled
verzeichnis index
verzeichnisse schedules
verzeihen forgive
verzeihend pardonning
verzeihlich pardonable
verzeiht forgives
verzeihung forgiveness
verzeihung! sorry!
verzerren warp
verzerrend warping
verzerrt warps
verzerrte warped
verzicht renunciation
verzichten waive
verzieh forgave
verziehen forgiven
verziert ornate
verzierung ornament
verzierungen ornaments
verzoegern defer
verzoegernd delaying
verzoegert delays
verzoegerte retarded
verzoegerung delay
verzweifeln despair
verzweifelnd despairing
verzweifelt despairs
verzweifelte despaired
verzweifelung desperation
verzweiflung despair
verzweigen ramify
verzweigend branching
verzweigt ramifies
verzweigte ramified
verzweigung fork
verzweigungen ramifications
veteranen veterans
vewwirrt confused
vibrieren vibrate
vibrierend vibrating
vibriert vibrates
vibrierte vibrated
video video
vieh cattle
viel much
viele many
vieleck polygon
vielecke polygons
vielfaeltig manifold
vielfalt diversity
vielfoermig multiform
vielfrass glutton
vielleicht perhaps
vielzahl plurality
vier four
viereck quadrangle
vierecke quadrangles
vierfach quadruple
vierfuessler quadruped
vierlinge quadruplets
vierte fourth
viertel quarter
vierteljaehrlich quarterly
viertens fourthly
vierzehn fourteen
vierzehnte fourteenth
vierzig forty
vierzigste fortieth
villa mansion
villen mansions
violett mauve
violine violin
virtuell virtual
virtuositaet virtuosity
virtuositaeten virtuosities
virus virus
visionen visions
vitalitaet vigor
vitalitaeten vitalities
vitamin vitamin
vitamine vitamines
voegel birds
voellig entirely
voertraege recitals
vogel bird
vogelscheuche scarecrow
vokabel vocabulary
vokal vowel
vokale vowels
volk people
volkstuemlich popular
voll brimful
vollblueter thoroughbred
vollendend accomplishing
vollendet accomplishes
vollendete consummated
vollfuellend brimming
vollstaendig absolutely
vollstaendige complain
vollstaendigkeit completeness
vollste fullest
volt volt
von by
voorstellen imagine
vor- pre
vorabend eve
voranbringen promote
vorangestellte prefixed
vorangetrieben propelled
voranstellend prefixing
vorausbezahlt prepaid
vorausgehen precede
voraussetzung supposition
voraussetzungen suppositions
voraussicht foresight
voraussichtlich previously
vorauszahlen prepay
vorbedacht forethought
vorbeigehend passing
vorbereiten prepair
vorbereitend preparing
vorbereitet prepared
vorbereitung preparation
vorbereitungen preparations
vorbeugen obviate
vorbeugend obviating
vorbild paragon
vorbilder paragons
vorbildlich exemplary
vordefiniert predefined
vorderbein foreleg
vordergrund foreground
vorderseite front
voreilig headily
voreiligst rashest
voreingenommenheit harm
vorenthalten withhold
vorenthaltend withholding
vorenthaltung detention
vorenthaltungen detentions
vorfahr ancestor
vorfahren ancestors
vorfall event
vorgaben defaults
vorgaenger predecessor
vorgang process
vorgebeugt obviated
vorgefertigt precast
vorgehensweise strategy
vorgeladen preloaded
vorgeschlagen proposed
vorgeschmack foretaste
vorgeschrieben prescribed
vorgesessen presided
vorgespiegelt duped
vorgestellt envisaged
vorgetaeuscht shammed
vorgetragen declaimed
vorgetragene declamed
vorgeworfen reproached
vorhaenge curtains
vorhaengeschloesser padlocks
vorhaengeschloss padlock
vorhanden availible
vorhang curtain
vorher ago
vorherbestimmen predestinate
vorherbestimmend predestinating
vorherbestimmt predetermined
vorherbestimmte predestinated
vorhergesagt predicted
vorherige previous
vorherrschaft dominance
vorherrschen predominate
vorherrschend predominant
vorhersage prediction
vorhersagen foretell
vorhersagend foretelling
vorhut vanguard
vorkehrungen provisions
vorkommen incidence
vorkommend occurring
vorladung citation
vorladungen citations
vorlaeufer precursor
vorlaeufig interim
vorlage pattern
vorlaut pert
vorliebe affectation
vorlieben affectations
vormittag forenoon
vormundschaft tutelage
vormundschaften tutelages
vorname firstname
vornehm genteel
vorpackend prepacking
vorprogrammiert preprogrammed
vorraenge primacies
vorraete hoards
vorraeume vestibules
vorrang precedence
vorrat hoard
vorratskammer pantry
vorratskammern pantries
vorraum vestibule
vorraussichtlich estimated
vorrecht privilege
vorrichtung appliance
vorrichtungen appliances
vorruebergehend transient
vorsaetzlich purposely
vorschau preview
vorschauen prewievs
vorschlaege proposals
vorschlag proposal
vorschlagen propose
vorschlagend submitting
vorschneller rasher
vorschreiben prescribe
vorschreibend prescribing
vorschrift precept
vorschriften prescriptions
vorschriftsmaessig regulately
vorsicht attention
vorsichtig careful
vorsichtsmassnahme caveat
vorsichtsmassnahmen caveats
vorsichtsmassregeln cautions
vorsilbe prefix
vorsitz presidency
vorsitzen preside
vorsitzend presiding
vorsitzender chairman
vorsorge precaution
vorsorgen precautions
vorsorglich preventative
vorspann leader
vorspiegeln dupe
vorspiegelnd duping
vorspiel prelude
vorspiele preludes
vorstadt suburb
vorstaedte suburbs
vorstellen envisage
vorstellend envisaging
vorstellung association
vorstellungen beliefs
vorstoss thrust
vortaeuschen pretend
vortaeuschend pretending
vortaeuschung pretence
vortaeuschungen pretences
vorteil advantage
vorteile advantages
vorteilhaft advantageous
vortraege recitations
vortrag recital
vortragen declaim
vortragend declaiming
vortragssaal lyceum
vortragssaele lyceums
vortrefflichkeit excellence
vortrupps vanguards
voruebergehend temporary
voruebergehender passer-by
vorurteil preconception
vorurteile prejudices
vorwaerts forward
vorwahlen prefixes
vorweggenommene anticipated
vorwegnahme anticipation
vorwegnehmen anticipate
vorwegnehmend anticipating
vorwerfend reproaching
vorwort preface
vorwuerfe reprovals
vorwurf reproach
vorzeitig abortive
vorziehen prefer
vorziehend prefering
vorzuege preferences
vorzug preference
vorzugsweise preferably
vulkan volcano
vulkane volcanoes
wabe honeycomb
waben honeycombs
wach awake
wache sentinel
wachen wake
wachend waking
wachhund watchdog
wachhunde watchdogs
wachs wax
wachsam alert
wachsamkeit vigilance
wachsamkeiten vigilances
wachsen grow
wachsend adolescent
wachst waxes
wachstuch oilcloth
wachstum adolescence
wacht wakes
wachte woke
wachtel quail
wachteln quails
wackeln totter
wackelnd tottering
wackelt totters
wacklig ramshackle
waechst grows
waechter watchman
waehlbare selectable
waehlen choose
waehlend selecting
waehler dialer
waehlerisch finical
waehlt selects
waehrend during
waelder forests
waende walls
waerme caloric
waerter caretaker
waesche washings
waescheklammer clothespin
waescheklammern clothespins
waescher washer
waescherei laundry
waeschereien laundries
waescherin laundress
waescherinnen laundresses
waescht washes
waesserig aqueous
waffe weapon
waffel wafer
waffeln waffles
waffen arms
wagen dare
wagend daring
wagenvorschub carriage
waggon waggon
waggons waggons
wagt dares
wahl choice
wahlen elections
wahllos indiscriminate
wahlmoeglichkeit option
wahlweise electively
wahlwiederholung redialing
wahlzettel ballots
wahnsinn frenzy
wahnsinnig delirious
wahnsinnige madmen
wahnsinniger madman
wahr true
wahrgenommen descried
wahrhaft truthful
wahrheit truth
wahrlich forsooth
wahrnehmbar noticeably
wahrnehmen descry
wahrnehmend descrying
wahrnehmung perception
wahrscheinlich likely
wahrscheinliche probable
wahrscheinlichkeit likelihood
wahrscheinlichkeiten probabilities
wahrscheinlichkeitt verisimilitude
wahrzeichen emblem
waise orphan
waisen orphans
waisenhaeuser orphanages
waisenhaus orphanage
wal whale
wald forest
waldhoerner bugles
waldhorn bugle
waldig woodily
wale whales
walfaenge whalings
walfaenger whaler
walfang whaling
wall rampart
walle ramparts
walnuesse walnuts
walnuss walnut
walroesser walrusses
walross walrus
walzer waltz
wand wall
wandel vicissitude
wandelbar convertible
wanderer rambler
wandern flit
wandernd erratic
wanderschaft peregrination
wanderschaften peregrinations
wandert flits
wanderung migration
wanderungen migrations
wankelmut fickleness
wanken stagger
wankend staggering
wankt staggers
war was
ware commodity
waren were
warf threw
warm warm
warneinrichtung alarm
warnen warn
warnt warns
warnung warning
warnungen premonitions
warten wait
wartet waits
wartezeit latency
wartungen maintenances
warum why
warze wart
warzen warts
was what
waschbaer racoon
waschbar washable
waschen wash
waschend washing
waschlappen washrag
waschraeume lavatories
waschraum lavatory
waschsalon laundrette
waschsalons laundrettes
wasimmer whatever
wasser water
wasserdicht waterproof
wasserfaelle cascades
wasserfall cascade
wasserfarbe watercolor
wasserfarben watercolors
wasserflugzeug hydroplane
wasserflugzeuge hydroplanes
wasserleitung aqueduct
wasserleitungen aqueducts
wassermelone watermelon
wassermelonen watermelons
wasserscheu hydrophobia
wasserwerke waterworks
watscheln shamble
watschelnd shambling
watschelt shambles
watt watts
wattieren quilt
wattierend quilting
wattiert quilts
wattierte quilted
wattierungen waddings
weben weave
webend weaving
weber weaver
webt weaves
wechselbeziehung inter-relation
wechselfaelle vicissitudes
wechseln alternate
wechselseitig reciprocal
wechselstromgenerator alternator
wechselt alternates
wecken rouse
weckend rousing
weckt rouses
weder neither
weder...noch neither...nor
weg away
wege lanes
weggesteckt popped
wegraender waysides
wegrand wayside
wegweiser signpost
wehen waft
wehend wafting
wehrlos defenceless
weht wafts
weiblich female
weiblichkeit womanhood
weich smoothly
weiche smooth
weichlich mollycoddle
weichling milksop
weichlinge milksops
weide pasture
weiden pastures
weiden- wicker
weigerung refusal
weihnachten christmas
weihnachtslied carol
weihnachtslieder carols
weil because
weile while
weilen whiles
wein wine
weinberg vineyard
weinberge vineyards
weine wines
weinen weep
weinend weeping
weinlese vintage
weinlesen vintages
weint weeps
weinte wept
weintraube grape
weintrauben grapes
weise wisely
weisen manners
weisheit wisdom
weisheiten wisdoms
weiss knows
weissagen augur
weisse whiteness
weissend whitewashing
weisslich whitish
weit ample
weiter farther
weitergegeben imparted
weiterhin furthermore
weitest furthest
weiteste farthest
weitgehend widely
weitlaeufig rambling
weitschweifig circuitous
weitverbreitet widespread
weizen wheat
welcher which
welken wilt
welkend wilting
welkt wilts
wellblechhuette quonset
wellblechhuetten quonsets
welle billow
wellen billows
wellenanlage shafting
wellenform undulation
wellenformen undulations
wellensittich budgerigar
wellig wavily
welpe whelp
welpen whelps
welt world
welten worlds
weltlich mundane
weltweit worldwide
wen whom
wendig versatilely
wendige versatile
wenig few
weniger fewer
wenn if
wennimmer whenever
wer who
werden become
werdend getting
werfen cast
werfend flinging
werickelt embroiled
werkstaetten workshops
werkstatt workshop
werktag workday
werktage workdays
werkzeug tool
werkzeuge tools
wert worth
werte values
wertigkeit valency
wertlos trashily
wertlosigkeiten trinkets
wertsachen valuables
wertvoll valuable
wesen entity
wesentlich esentially
wesentliche substantial
weshalb wherefore
wespe wasp
wespen wasps
wessen whose
weste vest
westen occident
westlich occidental
westwaerts westward
wettbewerb competition
wettbewerbe contentions
wette bet
wetteifern vie
wetteifernd competitively
wetteifert vies
wetten bets
wettend betting
wetter weather
wetterfahne vane
wetterfahnen vanes
wetterkunde meteorology
wettern fulminate
wetternd fulminating
wettert fulminates
wettet wagers
wettkampf contest
wettstreit contention
wetzen whet
wetzend whetting
wetzt whets
wichtig important
wichtigkeit importance
wichtigste prime
wideraufnahmen resumptions
widerlegen confute
widerlegend confuting
widerlegt confutes
widerlegte confuted
widerlegung disproof
widerlegungen disproofs
widerlich abhorrently
widerruf revocation
widerrufen revoke
widerrufend revoking
widerruft revokes
widerspenstig contumacious
widersprechen contradict
widersprechend contradicting
widerspricht contradicts
widersprochen contradicted
widerspruch contradiction
widersprueche contradictions
widerspruechlich contradictory
widerstaende resistors
